record_id,student_id,student_name,student_major,course_id,course_name,course_credits,behavior_type,duration,timestamp,date,hour,weekday,week_number,ip_address,device_type,browser,os,chapter_id,score,is_weekend,is_exam_week
REC_20250901102905_01860,STU_20200031,袁伟,软件工程,COURSE_004,机器学习导论,4.0,video_watch,2325,2025-09-01 10:29:05,2025-09-01,10,0,1,192.168.2.205.84,Mobile,Chrome,macOS,CH_001,,0,0
REC_20250901103907_08182,STU_20220045,魏静,人工智能,COURSE_007,分布式系统,2.0,homework_submit,11402,2025-09-01 10:39:07,2025-09-01,10,0,1,10.3.221.62,Tablet,Firefox,macOS,CH_001,56.3,0,0
REC_20250901104102_02226,STU_20220135,林霞,计算机科学与技术,COURSE_002,Python程序设计,4.0,video_watch,1011,2025-09-01 10:41:02,2025-09-01,10,0,1,10.3.193.14,Tablet,Safari,Android,CH_001,,0,0
REC_20250901104331_06713,STU_20200184,廖敏,网络工程,COURSE_007,分布式系统,2.0,quiz_complete,2260,2025-09-01 10:43:31,2025-09-01,10,0,1,10.2.158.145,PC,Safari,Windows 11,CH_001,83.2,0,0
REC_20250901105727_09758,STU_20200057,任丽,数据科学,COURSE_007,分布式系统,2.0,video_watch,2855,2025-09-01 10:57:27,2025-09-01,10,0,1,192.168.1.8.140,Mobile,MicroMessenger,Ubuntu,CH_001,,0,0
REC_20250901110349_01923,STU_20200007,黄磊,软件工程,COURSE_003,数据库原理,3.0,forum_post,1044,2025-09-01 11:03:49,2025-09-01,11,0,1,10.1.25.68,Tablet,Safari,Android,CH_001,,0,0
REC_20250901114521_05081,STU_20210032,邓秀英,网络工程,COURSE_003,数据库原理,3.0,quiz_complete,1921,2025-09-01 11:45:21,2025-09-01,11,0,1,192.168.1.34.216,Mobile,Firefox,Windows 11,CH_001,75.9,0,0
REC_20250901115357_08140,STU_20200048,阎丽,计算机科学与技术,COURSE_005,云计算技术,3.0,video_watch,3935,2025-09-01 11:53:57,2025-09-01,11,0,1,10.2.19.31,PC,Safari,Windows 11,CH_001,,0,0
REC_20250901115423_06667,STU_20220046,薛敏,人工智能,COURSE_006,数据挖掘,3.0,video_watch,3419,2025-09-01 11:54:23,2025-09-01,11,0,1,10.2.153.8,PC,Chrome,Windows 10,CH_001,,0,0
REC_20250901115604_00663,STU_20210183,谭勇,人工智能,COURSE_003,数据库原理,3.0,video_watch,5708,2025-09-01 11:56:04,2025-09-01,11,0,1,192.168.2.228.147,PC,Safari,Ubuntu,CH_001,,0,0
REC_20250901121147_09500,STU_20220176,田强,计算机科学与技术,COURSE_006,数据挖掘,3.0,homework_submit,5085,2025-09-01 12:11:47,2025-09-01,12,0,1,10.1.183.50,Mobile,MicroMessenger,Windows 10,CH_002,71.2,0,0
REC_20250901121639_08228,STU_20210058,姜华,计算机科学与技术,COURSE_005,云计算技术,3.0,quiz_complete,2281,2025-09-01 12:16:39,2025-09-01,12,0,1,10.3.147.59,Mobile,Chrome,iOS,CH_001,48.4,0,0
REC_20250901121747_06469,STU_20220199,顾强,软件工程,COURSE_006,数据挖掘,3.0,forum_post,520,2025-09-01 12:17:47,2025-09-01,12,0,1,10.1.35.48,Mobile,MicroMessenger,macOS,CH_001,,0,0
REC_20250901131935_08690,STU_20210127,黄磊,网络工程,COURSE_007,分布式系统,2.0,quiz_complete,2335,2025-09-01 13:19:35,2025-09-01,13,0,1,192.168.1.74.199,PC,Edge,Windows 10,CH_002,41.0,0,0
REC_20250901133351_08746,STU_20200101,谢雨桐,数据科学,COURSE_003,数据库原理,3.0,quiz_complete,1737,2025-09-01 13:33:51,2025-09-01,13,0,1,192.168.2.252.119,Mobile,MicroMessenger,Ubuntu,CH_001,85.9,0,0
REC_20250901135521_00744,STU_20220188,陆明,人工智能,COURSE_007,分布式系统,2.0,quiz_complete,1868,2025-09-01 13:55:21,2025-09-01,13,0,1,192.168.2.22.33,PC,Edge,Android,CH_001,87.0,0,0
REC_20250901135947_06100,STU_20210056,田强,人工智能,COURSE_001,大数据技术基础,3.0,quiz_complete,1271,2025-09-01 13:59:47,2025-09-01,13,0,1,10.3.44.254,PC,Firefox,iOS,CH_001,47.0,0,0
REC_20250901143036_02747,STU_20210182,姚丽,人工智能,COURSE_005,云计算技术,3.0,video_watch,4186,2025-09-01 14:30:36,2025-09-01,14,0,1,10.2.196.171,PC,Edge,Windows 10,CH_001,,0,0
REC_20250901144725_04811,STU_20220003,刘洋,人工智能,COURSE_001,大数据技术基础,3.0,quiz_complete,1461,2025-09-01 14:47:25,2025-09-01,14,0,1,10.1.159.243,PC,Safari,Windows 10,CH_001,70.4,0,0
REC_20250901145442_05091,STU_20210052,戴勇,网络工程,COURSE_008,人工智能基础,4.0,video_watch,3227,2025-09-01 14:54:42,2025-09-01,14,0,1,10.1.131.182,Mobile,Chrome,Android,CH_001,,0,0
REC_20250901150438_05574,STU_20210148,萧然,人工智能,COURSE_004,机器学习导论,4.0,quiz_complete,1650,2025-09-01 15:04:38,2025-09-01,15,0,1,10.1.202.127,Mobile,MicroMessenger,macOS,CH_001,90.4,0,0
REC_20250901150755_08226,STU_20220074,毛涛,网络工程,COURSE_008,人工智能基础,4.0,homework_submit,12254,2025-09-01 15:07:55,2025-09-01,15,0,1,192.168.2.169.149,Mobile,Safari,Android,CH_001,77.4,0,0
REC_20250901152424_03512,STU_20220045,魏静,人工智能,COURSE_006,数据挖掘,3.0,video_watch,1910,2025-09-01 15:24:24,2025-09-01,15,0,1,10.1.184.129,Mobile,MicroMessenger,iOS,CH_001,,0,0
REC_20250901152605_00544,STU_20220179,范娟,软件工程,COURSE_008,人工智能基础,4.0,video_watch,1120,2025-09-01 15:26:05,2025-09-01,15,0,1,192.168.1.204.178,Mobile,Safari,Windows 10,CH_001,,0,0
REC_20250901153141_00415,STU_20220003,刘洋,人工智能,COURSE_008,人工智能基础,4.0,video_watch,3697,2025-09-01 15:31:41,2025-09-01,15,0,1,10.3.15.139,Mobile,Safari,Windows 11,CH_003,,0,0
REC_20250901155054_09820,STU_20220050,潘华,计算机科学与技术,COURSE_006,数据挖掘,3.0,quiz_complete,2204,2025-09-01 15:50:54,2025-09-01,15,0,1,10.2.221.249,PC,Safari,Ubuntu,CH_002,80.2,0,0
REC_20250901155138_08084,STU_20220162,蔡伟,数据科学,COURSE_007,分布式系统,2.0,video_watch,4748,2025-09-01 15:51:38,2025-09-01,15,0,1,10.1.190.108,PC,MicroMessenger,Windows 10,CH_001,,0,0
REC_20250901155559_02222,STU_20220106,于皓轩,数据科学,COURSE_001,大数据技术基础,3.0,video_watch,5303,2025-09-01 15:55:59,2025-09-01,15,0,1,192.168.1.53.235,PC,Chrome,Ubuntu,CH_001,,0,0
REC_20250901160112_03775,STU_20200008,周婷,人工智能,COURSE_006,数据挖掘,3.0,video_watch,1012,2025-09-01 16:01:12,2025-09-01,16,0,1,192.168.1.110.213,Mobile,Edge,Android,CH_002,,0,0
REC_20250901161138_07604,STU_20220110,曹子涵,软件工程,COURSE_003,数据库原理,3.0,material_download,175,2025-09-01 16:11:38,2025-09-01,16,0,1,192.168.1.88.27,Mobile,Safari,Ubuntu,CH_001,,0,0
REC_20250901161302_07234,STU_20200117,彭梓瑞,软件工程,COURSE_005,云计算技术,3.0,video_watch,4880,2025-09-01 16:13:02,2025-09-01,16,0,1,192.168.2.32.165,PC,Chrome,macOS,CH_001,,0,0
REC_20250901161303_05989,STU_20200005,杨敏,软件工程,COURSE_006,数据挖掘,3.0,material_download,228,2025-09-01 16:13:03,2025-09-01,16,0,1,10.3.49.13,Tablet,Safari,Windows 10,CH_001,,0,0
REC_20250901161640_01840,STU_20220019,郑丽,网络工程,COURSE_002,Python程序设计,4.0,homework_submit,1869,2025-09-01 16:16:40,2025-09-01,16,0,1,10.3.107.93,PC,Safari,Ubuntu,CH_001,81.4,0,0
REC_20250901162540_05269,STU_20220173,夏琳,软件工程,COURSE_003,数据库原理,3.0,forum_post,1160,2025-09-01 16:25:40,2025-09-01,16,0,1,10.1.75.251,PC,MicroMessenger,iOS,CH_001,,0,0
REC_20250901163938_01618,STU_20200005,杨敏,软件工程,COURSE_008,人工智能基础,4.0,video_watch,4896,2025-09-01 16:39:38,2025-09-01,16,0,1,192.168.2.157.191,PC,Edge,Ubuntu,CH_003,,0,0
REC_20250901164057_06337,STU_20210139,郑丽,数据科学,COURSE_006,数据挖掘,3.0,video_watch,1861,2025-09-01 16:40:57,2025-09-01,16,0,1,10.1.157.30,PC,Edge,Windows 10,CH_001,,0,0
REC_20250901164433_04458,STU_20210154,傅明,数据科学,COURSE_003,数据库原理,3.0,homework_submit,8156,2025-09-01 16:44:33,2025-09-01,16,0,1,10.3.37.122,Mobile,Firefox,Windows 10,CH_001,79.5,0,0
REC_20250901165814_04011,STU_20220100,梁思睿,人工智能,COURSE_001,大数据技术基础,3.0,video_watch,4158,2025-09-01 16:58:14,2025-09-01,16,0,1,10.2.30.239,PC,Edge,Windows 10,CH_001,,0,0
REC_20250901170142_08556,STU_20210196,秦勇,数据科学,COURSE_003,数据库原理,3.0,video_watch,3984,2025-09-01 17:01:42,2025-09-01,17,0,1,10.1.22.130,PC,Safari,iOS,CH_001,,0,0
REC_20250901171912_02773,STU_20200198,史芳,数据科学,COURSE_004,机器学习导论,4.0,forum_post,1223,2025-09-01 17:19:12,2025-09-01,17,0,1,10.1.42.103,Tablet,MicroMessenger,Windows 10,CH_001,,0,0
REC_20250901172141_04167,STU_20200184,廖敏,网络工程,COURSE_008,人工智能基础,4.0,material_download,162,2025-09-01 17:21:41,2025-09-01,17,0,1,192.168.2.140.103,PC,Edge,iOS,CH_002,,0,0
REC_20250901172411_07448,STU_20200024,韩冰,计算机科学与技术,COURSE_007,分布式系统,2.0,homework_submit,2803,2025-09-01 17:24:11,2025-09-01,17,0,1,10.1.141.151,PC,Safari,Windows 10,CH_001,91.3,0,0
REC_20250901173010_04564,STU_20200028,萧然,网络工程,COURSE_005,云计算技术,3.0,forum_post,467,2025-09-01 17:30:10,2025-09-01,17,0,1,192.168.2.184.203,Mobile,Firefox,Ubuntu,CH_001,,0,0
REC_20250901175907_06408,STU_20210072,崔敏,网络工程,COURSE_001,大数据技术基础,3.0,material_download,43,2025-09-01 17:59:07,2025-09-01,17,0,1,10.2.202.223,PC,Firefox,Android,CH_001,,0,0
REC_20250901180812_09489,STU_20210196,秦勇,数据科学,COURSE_007,分布式系统,2.0,forum_post,1168,2025-09-01 18:08:12,2025-09-01,18,0,1,10.2.97.250,Mobile,Edge,Windows 10,CH_001,,0,0
REC_20250901181721_09102,STU_20200113,许皓轩,数据科学,COURSE_004,机器学习导论,4.0,video_watch,4224,2025-09-01 18:17:21,2025-09-01,18,0,1,10.1.238.53,Tablet,Safari,Windows 10,CH_001,,0,0
REC_20250901182842_01039,STU_20220000,张伟,数据科学,COURSE_003,数据库原理,3.0,video_watch,1911,2025-09-01 18:28:42,2025-09-01,18,0,1,10.1.212.140,Mobile,Edge,Windows 11,CH_001,,0,0
REC_20250901184946_00747,STU_20210103,唐诗语,计算机科学与技术,COURSE_006,数据挖掘,3.0,video_watch,4594,2025-09-01 18:49:46,2025-09-01,18,0,1,10.3.89.114,PC,Safari,Ubuntu,CH_002,,0,0
REC_20250901185235_02718,STU_20210130,徐欢,计算机科学与技术,COURSE_007,分布式系统,2.0,homework_submit,5380,2025-09-01 18:52:35,2025-09-01,18,0,1,192.168.2.5.77,Tablet,Edge,iOS,CH_001,76.3,0,0
REC_20250901191134_05719,STU_20200006,赵杰,网络工程,COURSE_001,大数据技术基础,3.0,quiz_complete,2052,2025-09-01 19:11:34,2025-09-01,19,0,1,10.1.126.111,Mobile,MicroMessenger,macOS,CH_001,60.1,0,0
REC_20250901191536_03024,STU_20220091,孙语萱,人工智能,COURSE_002,Python程序设计,4.0,homework_submit,12335,2025-09-01 19:15:36,2025-09-01,19,0,1,10.3.79.145,PC,MicroMessenger,Ubuntu,CH_001,69.6,0,0
REC_20250901192813_02932,STU_20210161,蒋欣,软件工程,COURSE_006,数据挖掘,3.0,homework_submit,5010,2025-09-01 19:28:13,2025-09-01,19,0,1,10.3.195.212,PC,Firefox,iOS,CH_001,87.1,0,0
REC_20250901194653_07979,STU_20200020,梁涛,数据科学,COURSE_008,人工智能基础,4.0,quiz_complete,2378,2025-09-01 19:46:53,2025-09-01,19,0,1,10.2.109.93,Mobile,Safari,Windows 10,CH_001,79.8,0,0
REC_20250901195010_01374,STU_20220173,夏琳,软件工程,COURSE_004,机器学习导论,4.0,video_watch,2529,2025-09-01 19:50:10,2025-09-01,19,0,1,10.2.83.220,PC,Firefox,Ubuntu,CH_001,,0,0
REC_20250901195830_01784,STU_20210027,董鹏,网络工程,COURSE_008,人工智能基础,4.0,video_watch,2591,2025-09-01 19:58:30,2025-09-01,19,0,1,10.1.100.19,Mobile,Edge,Windows 11,CH_001,,0,0
REC_20250901201813_09179,STU_20210143,唐敏,计算机科学与技术,COURSE_007,分布式系统,2.0,material_download,89,2025-09-01 20:18:13,2025-09-01,20,0,1,10.1.103.196,PC,Chrome,Android,CH_001,,0,0
REC_20250901202128_04104,STU_20220046,薛敏,人工智能,COURSE_005,云计算技术,3.0,quiz_complete,2643,2025-09-01 20:21:28,2025-09-01,20,0,1,192.168.2.16.228,Mobile,Safari,Windows 11,CH_002,55.7,0,0
REC_20250901202341_01300,STU_20220162,蔡伟,数据科学,COURSE_008,人工智能基础,4.0,video_watch,5422,2025-09-01 20:23:41,2025-09-01,20,0,1,10.2.4.39,Mobile,MicroMessenger,iOS,CH_002,,0,0
REC_20250901205345_02461,STU_20220066,熊涛,人工智能,COURSE_002,Python程序设计,4.0,video_watch,1071,2025-09-01 20:53:45,2025-09-01,20,0,1,192.168.1.99.115,PC,Firefox,Ubuntu,CH_002,,0,0
REC_20250901205347_03875,STU_20220176,田强,计算机科学与技术,COURSE_005,云计算技术,3.0,quiz_complete,2273,2025-09-01 20:53:47,2025-09-01,20,0,1,10.1.188.32,Mobile,MicroMessenger,Windows 10,CH_001,77.8,0,0
REC_20250901205858_00836,STU_20200005,杨敏,软件工程,COURSE_003,数据库原理,3.0,video_watch,2219,2025-09-01 20:58:58,2025-09-01,20,0,1,10.1.114.244,Mobile,Edge,Windows 10,CH_001,,0,0
REC_20250901210307_07290,STU_20210021,谢琳,计算机科学与技术,COURSE_004,机器学习导论,4.0,video_watch,552,2025-09-01 21:03:07,2025-09-01,21,0,1,10.3.119.190,PC,MicroMessenger,Ubuntu,CH_001,,0,0
REC_20250901212025_03837,STU_20210030,曹颖,数据科学,COURSE_006,数据挖掘,3.0,video_watch,2713,2025-09-01 21:20:25,2025-09-01,21,0,1,10.1.18.16,PC,Safari,macOS,CH_001,,0,0
REC_20250901213229_08202,STU_20200121,李娜,软件工程,COURSE_001,大数据技术基础,3.0,video_watch,1624,2025-09-01 21:32:29,2025-09-01,21,0,1,192.168.2.36.115,Mobile,Edge,Ubuntu,CH_001,,0,0
REC_20250901214907_03178,STU_20220050,潘华,计算机科学与技术,COURSE_004,机器学习导论,4.0,video_watch,3764,2025-09-01 21:49:07,2025-09-01,21,0,1,10.3.71.156,Tablet,Chrome,Ubuntu,CH_002,,0,0
REC_20250901220508_02829,STU_20200112,邓嘉懿,数据科学,COURSE_006,数据挖掘,3.0,forum_post,418,2025-09-01 22:05:08,2025-09-01,22,0,1,192.168.1.23.7,Tablet,MicroMessenger,Windows 10,CH_001,,0,0
REC_20250901223335_04180,STU_20220003,刘洋,人工智能,COURSE_007,分布式系统,2.0,video_watch,5325,2025-09-01 22:33:35,2025-09-01,22,0,1,10.3.125.181,Mobile,Safari,Android,CH_002,,0,0
REC_20250901224548_02792,STU_20200057,任丽,数据科学,COURSE_001,大数据技术基础,3.0,video_watch,1181,2025-09-01 22:45:48,2025-09-01,22,0,1,192.168.2.119.106,PC,Chrome,iOS,CH_001,,0,0
REC_20250901224603_02439,STU_20220170,潘华,软件工程,COURSE_007,分布式系统,2.0,homework_submit,4189,2025-09-01 22:46:03,2025-09-01,22,0,1,192.168.2.215.117,PC,Firefox,Android,CH_001,68.2,0,0
REC_20250901224843_05437,STU_20210124,陈静,人工智能,COURSE_004,机器学习导论,4.0,forum_post,391,2025-09-01 22:48:43,2025-09-01,22,0,1,10.3.50.42,PC,Firefox,Windows 10,CH_001,,0,0
REC_20250901225437_01265,STU_20210154,傅明,数据科学,COURSE_002,Python程序设计,4.0,quiz_complete,2081,2025-09-01 22:54:37,2025-09-01,22,0,1,192.168.2.224.92,Mobile,Chrome,iOS,CH_002,67.8,0,0
REC_20250901225733_00861,STU_20200006,赵杰,网络工程,COURSE_001,大数据技术基础,3.0,quiz_complete,3032,2025-09-01 22:57:33,2025-09-01,22,0,1,192.168.2.160.96,PC,MicroMessenger,Android,CH_001,73.8,0,0
REC_20250901234307_07897,STU_20200198,史芳,数据科学,COURSE_003,数据库原理,3.0,video_watch,3281,2025-09-01 23:43:07,2025-09-01,23,0,1,192.168.2.208.231,Tablet,MicroMessenger,Windows 10,CH_001,,0,0
REC_20250902000137_09594,STU_20210014,郭明,数据科学,COURSE_005,云计算技术,3.0,video_watch,2357,2025-09-02 00:01:37,2025-09-02,0,1,1,10.2.195.144,Mobile,Chrome,macOS,CH_002,,0,0
REC_20250902031646_03623,STU_20200102,宋浩宇,人工智能,COURSE_008,人工智能基础,4.0,video_watch,5387,2025-09-02 03:16:46,2025-09-02,3,1,1,10.2.58.208,Tablet,Chrome,Windows 11,CH_003,,0,0
REC_20250902070908_03272,STU_20200149,程浩,数据科学,COURSE_006,数据挖掘,3.0,video_watch,3827,2025-09-02 07:09:08,2025-09-02,7,1,1,192.168.1.24.88,Mobile,Edge,Android,CH_001,,0,0
REC_20250902080313_01263,STU_20210058,姜华,计算机科学与技术,COURSE_006,数据挖掘,3.0,video_watch,2414,2025-09-02 08:03:13,2025-09-02,8,1,1,10.1.51.1,Mobile,MicroMessenger,macOS,CH_001,,0,0
REC_20250902080606_03279,STU_20210082,王浩宇,数据科学,COURSE_001,大数据技术基础,3.0,video_watch,4999,2025-09-02 08:06:06,2025-09-02,8,1,1,10.3.175.93,Mobile,Firefox,Android,CH_001,,0,0
REC_20250902080743_09475,STU_20210086,赵天宇,软件工程,COURSE_001,大数据技术基础,3.0,material_download,75,2025-09-02 08:07:43,2025-09-02,8,1,1,192.168.2.13.66,Mobile,Firefox,Windows 11,CH_001,,0,0
REC_20250902081451_05539,STU_20200024,韩冰,计算机科学与技术,COURSE_005,云计算技术,3.0,video_watch,1113,2025-09-02 08:14:51,2025-09-02,8,1,1,10.1.254.97,PC,MicroMessenger,iOS,CH_001,,0,0
REC_20250902083340_02363,STU_20200059,范娟,计算机科学与技术,COURSE_006,数据挖掘,3.0,video_watch,2701,2025-09-02 08:33:40,2025-09-02,8,1,1,10.2.223.193,Mobile,Chrome,Ubuntu,CH_001,,0,0
REC_20250902084352_03762,STU_20220116,曾雨萱,软件工程,COURSE_003,数据库原理,3.0,homework_submit,4690,2025-09-02 08:43:52,2025-09-02,8,1,1,192.168.1.230.130,Mobile,MicroMessenger,Windows 10,CH_001,58.2,0,0
REC_20250902084951_08854,STU_20200024,韩冰,计算机科学与技术,COURSE_005,云计算技术,3.0,quiz_complete,2090,2025-09-02 08:49:51,2025-09-02,8,1,1,192.168.2.79.178,Mobile,Chrome,Android,CH_002,91.1,0,0
REC_20250902085703_05193,STU_20210111,袁紫萱,计算机科学与技术,COURSE_008,人工智能基础,4.0,video_watch,3518,2025-09-02 08:57:03,2025-09-02,8,1,1,10.2.142.189,Mobile,MicroMessenger,Windows 11,CH_001,,0,0
REC_20250902085854_03377,STU_20210111,袁紫萱,计算机科学与技术,COURSE_008,人工智能基础,4.0,video_watch,4311,2025-09-02 08:58:54,2025-09-02,8,1,1,192.168.2.221.189,PC,Safari,Ubuntu,CH_001,,0,0
REC_20250902091026_09107,STU_20200101,谢雨桐,数据科学,COURSE_004,机器学习导论,4.0,video_watch,2511,2025-09-02 09:10:26,2025-09-02,9,1,1,10.1.238.82,PC,Firefox,Windows 10,CH_001,,0,0
REC_20250902091235_08264,STU_20210010,徐欢,网络工程,COURSE_007,分布式系统,2.0,forum_post,1587,2025-09-02 09:12:35,2025-09-02,9,1,1,10.3.111.61,Mobile,Chrome,Ubuntu,CH_001,,0,0
REC_20250902091346_08542,STU_20220150,曹颖,数据科学,COURSE_008,人工智能基础,4.0,quiz_complete,3392,2025-09-02 09:13:46,2025-09-02,9,1,1,192.168.2.5.65,Tablet,Chrome,macOS,CH_001,55.3,0,0
REC_20250902091358_09706,STU_20210082,王浩宇,数据科学,COURSE_007,分布式系统,2.0,quiz_complete,1463,2025-09-02 09:13:58,2025-09-02,9,1,1,192.168.2.114.210,Mobile,Chrome,Android,CH_001,90.7,0,0
REC_20250902091655_08834,STU_20220087,黄梦琪,软件工程,COURSE_006,数据挖掘,3.0,video_watch,4684,2025-09-02 09:16:55,2025-09-02,9,1,1,10.3.188.189,Mobile,Safari,iOS,CH_001,,0,0
REC_20250902092156_01570,STU_20220087,黄梦琪,软件工程,COURSE_002,Python程序设计,4.0,video_watch,2249,2025-09-02 09:21:56,2025-09-02,9,1,1,10.2.205.123,PC,Chrome,Windows 11,CH_001,,0,0
REC_20250902093007_05247,STU_20200047,叶强,数据科学,COURSE_006,数据挖掘,3.0,forum_post,683,2025-09-02 09:30:07,2025-09-02,9,1,1,10.1.233.227,Mobile,MicroMessenger,macOS,CH_002,,0,0
REC_20250902093714_09992,STU_20210183,谭勇,人工智能,COURSE_001,大数据技术基础,3.0,homework_submit,8236,2025-09-02 09:37:14,2025-09-02,9,1,1,10.2.160.15,Mobile,Safari,Windows 11,CH_001,60.8,0,0
REC_20250902095105_07426,STU_20210183,谭勇,人工智能,COURSE_002,Python程序设计,4.0,quiz_complete,1223,2025-09-02 09:51:05,2025-09-02,9,1,1,192.168.2.177.249,Mobile,Safari,Windows 10,CH_001,64.5,0,0
REC_20250902095959_06687,STU_20200121,李娜,软件工程,COURSE_001,大数据技术基础,3.0,video_watch,2823,2025-09-02 09:59:59,2025-09-02,9,1,1,10.3.106.225,PC,Safari,Ubuntu,CH_001,,0,0
REC_20250902100903_09849,STU_20200034,傅明,计算机科学与技术,COURSE_005,云计算技术,3.0,forum_post,1371,2025-09-02 10:09:03,2025-09-02,10,1,1,10.2.17.200,Mobile,MicroMessenger,Windows 10,CH_001,,0,0
REC_20250902101551_00145,STU_20200055,汪敏,数据科学,COURSE_003,数据库原理,3.0,video_watch,5420,2025-09-02 10:15:51,2025-09-02,10,1,1,10.2.179.70,Tablet,Chrome,macOS,CH_001,,0,0
REC_20250902101619_00622,STU_20220132,马超,数据科学,COURSE_002,Python程序设计,4.0,homework_submit,2865,2025-09-02 10:16:19,2025-09-02,10,1,1,10.2.115.117,Tablet,MicroMessenger,Windows 10,CH_002,70.8,0,0
REC_20250902102230_04300,STU_20200195,邱丽,数据科学,COURSE_007,分布式系统,2.0,video_watch,2219,2025-09-02 10:22:30,2025-09-02,10,1,1,10.1.183.221,PC,Edge,macOS,CH_001,,0,0
REC_20250902104157_08685,STU_20210133,胡芳,计算机科学与技术,COURSE_002,Python程序设计,4.0,video_watch,3873,2025-09-02 10:41:57,2025-09-02,10,1,1,10.3.163.119,Mobile,Safari,Windows 11,CH_001,,0,0
